,Respondent_Serial,language,country,D1,D2,D3,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,yyyymmdd,AgeGender,regionAustralia,regionUS,regionUK,regionIndia,regionNigeria,regionPhilippines,regionFinland,regionPortugal,regionBrazil,regionFrance,weight
8260,11807.0,Portuguese,Portugal,20.0,woman,Portugal: North,a little,yes,no,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,,yes,yes,no,yes,,a little,no,no,no,no,no,yes,no,no,no,a little,a little,a little,a little,a little,a little,a little,a little,a little,20210531.0,Women 16-20,,,,,,,,North,,,1.55779706018119
8261,11809.0,Portuguese,Portugal,19.0,man,Portugal: North,very,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,moderately,no,no,yes,yes,no,no,yes,yes,yes,moderately,a little,moderately,very,a little,moderately,not at all,moderately,a little,20210531.0,Men 16-20,,,,,,,,North,,,1.3092636112720801
8262,11810.0,Portuguese,Portugal,18.0,man,Portugal: Center,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,yes,no,no,yes,no,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,20210531.0,Men 16-20,,,,,,,,Center,,,1.2044255081036508
8263,11812.0,English,United States,21.0,man,United States: West,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,moderately,no,yes,yes,no,,,yes,yes,,,a little,,a little,,a little,,,a little,20210531.0,Men 21-25,,West,,,,,,,,,1.1090014644775092
8264,11813.0,Portuguese,Portugal,18.0,man,Portugal: North,extremely,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,,no,no,no,yes,no,a little,no,,yes,no,no,yes,no,no,yes,a little,very,moderately,moderately,very,a little,a little,moderately,moderately,20210531.0,Men 16-20,,,,,,,,North,,,1.3092636112720801
8265,11816.0,English,United Kingdom,18.0,man,United Kingdom: Midlands,very,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,a little,no,yes,no,yes,yes,no,no,no,yes,a little,not at all,not at all,a little,not at all,moderately,a little,moderately,moderately,20210531.0,Men 16-20,,,Midlands,,,,,,,,1.028027551765864
8266,11819.0,Portuguese,Portugal,22.0,woman,Portugal: North,very,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,moderately,moderately,not at all,very,not at all,moderately,very,not at all,20210531.0,Women 21-25,,,,,,,,North,,,0.751189496302534
8267,11820.0,Portuguese,Portugal,25.0,man,Portugal: North,very,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,,a little,yes,no,yes,no,yes,yes,no,no,no,a little,not at all,extremely,very,not at all,a little,a little,moderately,very,20210531.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
8268,11822.0,English,United Kingdom,23.0,man,United Kingdom: North,moderately,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,very,no,yes,yes,no,yes,yes,yes,yes,no,not at all,not at all,very,very,not at all,very,not at all,not at all,very,20210531.0,Men 21-25,,,North,,,,,,,,1.0694221826080494
8269,11824.0,Portuguese,Portugal,19.0,woman,Portugal: North,extremely,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,,yes,yes,yes,yes,yes,yes,no,a little,no,no,yes,no,no,no,yes,yes,yes,not at all,a little,a little,not at all,a little,a little,not at all,moderately,a little,20210531.0,Women 16-20,,,,,,,,North,,,1.55779706018119
8270,11825.0,English,United Kingdom,24.0,man,United Kingdom: North,extremely,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,very,no,no,no,no,no,no,yes,no,no,not at all,moderately,not at all,moderately,not at all,not at all,not at all,very,very,20210531.0,Men 21-25,,,North,,,,,,,,1.0694221826080494
8271,11827.0,Portuguese,Portugal,20.0,woman,Portugal: Center,extremely,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all,20210531.0,Women 16-20,,,,,,,,Center,,,1.4330578651828094
8272,11829.0,French,France,18.0,man,France: North West,a little,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,,yes,no,moderately,,yes,no,yes,,,no,no,no,a little,not at all,moderately,not at all,a little,moderately,a little,not at all,not at all,20210531.0,Men 16-20,,,,,,,,,,North West,1.2449118033951678
8273,11831.0,Portuguese,Portugal,20.0,man,Portugal: Alentejo,very,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,moderately,no,no,no,no,no,yes,yes,no,no,a little,very,a little,moderately,very,a little,a little,very,moderately,20210531.0,Men 16-20,,,,,,,,Alentejo,,,2.7770003321467085
8274,11836.0,English,United Kingdom,18.0,man,United Kingdom: Midlands,very,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,extremely,a little,a little,extremely,not at all,extremely,moderately,not at all,20210531.0,Men 16-20,,,Midlands,,,,,,,,1.028027551765864
8275,11837.0,Portuguese,Portugal,21.0,woman,Portugal: North,very,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,moderately,moderately,not at all,very,not at all,,a little,not at all,20210531.0,Women 21-25,,,,,,,,North,,,0.751189496302534
8276,11841.0,Portuguese,Portugal,21.0,woman,Portugal: Center,very,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,very,yes,no,no,no,yes,no,yes,no,yes,moderately,a little,moderately,a little,moderately,a little,a little,very,not at all,20210531.0,Women 21-25,,,,,,,,Center,,,0.6910386746999317
8277,11842.0,Portuguese,Portugal,23.0,man,Portugal: Center,very,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,extremely,very,not at all,very,not at all,very,extremely,not at all,20210531.0,Men 21-25,,,,,,,,Center,,,0.7757390422624343
8278,11844.0,French,France,20.0,man,France: Centre,very,no,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,a little,yes,yes,no,no,yes,yes,no,no,no,a little,not at all,moderately,very,not at all,a little,a little,not at all,moderately,20210531.0,Men 16-20,,,,,,,,,,Centre,0.9707145076462869
8279,11846.0,Portuguese,Portugal,21.0,woman,Portugal: Alentejo,very,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,a little,no,no,yes,yes,no,no,yes,no,yes,moderately,a little,a little,moderately,moderately,moderately,a little,a little,a little,20210531.0,Women 21-25,,,,,,,,Alentejo,,,1.5933028786391201
8280,11850.0,English,United Kingdom,18.0,man,United Kingdom: South,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,no,no,very,no,no,no,no,no,no,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210531.0,Men 16-20,,,South,,,,,,,,1.0350056653631439
8281,11856.0,Portuguese,Portugal,22.0,woman,Portugal: Center,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,extremely,extremely,not at all,moderately,not at all,extremely,moderately,not at all,20210531.0,Women 21-25,,,,,,,,Center,,,0.6910386746999317
8282,11857.0,Portuguese,Portugal,21.0,woman,Portugal: North,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,not at all,no,no,yes,no,no,yes,yes,yes,yes,extremely,extremely,extremely,a little,extremely,not at all,extremely,extremely,not at all,20210531.0,Women 21-25,,,,,,,,North,,,0.751189496302534
8283,11858.0,Portuguese,Portugal,18.0,woman,Portugal: North,extremely,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,a little,yes,no,yes,yes,no,no,yes,yes,yes,not at all,very,extremely,a little,a little,not at all,not at all,not at all,a little,20210531.0,Women 16-20,,,,,,,,North,,,1.55779706018119
8284,11860.0,English,United States,18.0,man,United States: Northwest/Northeast,a little,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,a little,no,yes,no,no,no,no,no,no,no,not at all,not at all,not at all,very,not at all,very,not at all,not at all,very,20210531.0,Men 16-20,,Northwest/Northeast,,,,,,,,,0.9546445842893633
8285,11863.0,English,United States,17.0,man,United States: West,extremely,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,a little,no,no,no,no,no,no,yes,no,no,a little,moderately,not at all,not at all,a little,a little,a little,not at all,not at all,20210531.0,Men 16-20,,West,,,,,,,,,0.9760992441283591
8286,11864.0,Portuguese,Portugal,22.0,woman,Portugal: North,very,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,,yes,no,yes,yes,a little,no,no,yes,no,no,no,yes,no,yes,a little,not at all,a little,a little,a little,a little,a little,a little,a little,20210531.0,Women 21-25,,,,,,,,North,,,0.751189496302534
8287,11865.0,Portuguese,Portugal,25.0,woman,Portugal: Center,moderately,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,very,moderately,a little,very,moderately,very,very,not at all,20210531.0,Women 21-25,,,,,,,,Center,,,0.6910386746999317
8288,11868.0,English,Australia,17.0,woman,Australia: Queensland,very,yes,no,yes,yes,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,moderately,yes,no,no,yes,yes,no,yes,yes,no,a little,not at all,very,moderately,a little,a little,not at all,not at all,a little,20210531.0,Women 16-20,Queensland,,,,,,,,,,1.0795608562983807
8289,11869.0,English,United Kingdom,23.0,man,United Kingdom: South,moderately,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,a little,no,no,yes,no,no,no,no,yes,yes,a little,a little,not at all,a little,a little,moderately,a little,a little,not at all,20210531.0,Men 21-25,,,South,,,,,,,,1.018517060327449
8290,11871.0,English,United Kingdom,19.0,man,United Kingdom: South,moderately,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,,a little,no,no,no,no,no,no,no,yes,no,a little,a little,moderately,a little,not at all,a little,moderately,a little,a little,20210531.0,Men 16-20,,,South,,,,,,,,1.0350056653631439
8291,11878.0,English,United States,20.0,man,United States: South,a little,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,,very,no,yes,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,moderately,not at all,a little,not at all,moderately,not at all,20210531.0,Men 16-20,,South,,,,,,,,,0.990460219702368
8292,11879.0,Portuguese,Portugal,19.0,woman,Portugal: North,extremely,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,moderately,no,no,yes,no,yes,no,yes,yes,yes,,,,,a little,not at all,,,not at all,20210531.0,Women 16-20,,,,,,,,North,,,1.55779706018119
8293,11880.0,Portuguese,Portugal,21.0,woman,Portugal: Center,very,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,,moderately,yes,no,no,yes,yes,yes,no,no,no,not at all,not at all,moderately,moderately,not at all,not at all,not at all,a little,moderately,20210531.0,Women 21-25,,,,,,,,Center,,,0.6910386746999317
8294,11881.0,English,United States,24.0,man,United States: Northwest/Northeast,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,moderately,no,no,no,yes,yes,yes,yes,no,no,not at all,not at all,not at all,moderately,moderately,moderately,a little,moderately,moderately,20210531.0,Men 21-25,,Northwest/Northeast,,,,,,,,,1.0846256140458657
8295,11882.0,Finnish,Finland,24.0,woman,Finland: South Finland,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,not at all,moderately,a little,extremely,a little,a little,extremely,very,20210531.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
8296,11883.0,English,United States,25.0,man,United States: South,extremely,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,,a little,no,no,no,yes,no,yes,yes,yes,yes,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,20210531.0,Men 21-25,,South,,,,,,,,,1.1253177796869565
8297,11885.0,Portuguese,Portugal,18.0,man,Portugal: North,very,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,,very,yes,no,no,no,no,yes,yes,no,no,not at all,moderately,not at all,moderately,not at all,a little,not at all,very,very,20210531.0,Men 16-20,,,,,,,,North,,,1.3092636112720801
8298,11886.0,Portuguese,Portugal,19.0,woman,Portugal: Center,a little,yes,no,,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,a little,yes,yes,yes,yes,yes,no,yes,yes,yes,a little,a little,a little,a little,a little,a little,a little,a little,moderately,20210531.0,Women 16-20,,,,,,,,Center,,,1.4330578651828094
8299,11887.0,French,France,21.0,man,France: North West,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,yes,yes,yes,yes,extremely,extremely,very,not at all,very,not at all,very,extremely,not at all,20210531.0,Men 21-25,,,,,,,,,,North West,1.2199602900435262
8300,11889.0,English,United States,18.0,man,United States: Midwest,very,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,,not at all,no,no,yes,no,no,no,yes,yes,yes,a little,a little,a little,not at all,moderately,not at all,moderately,a little,a little,20210531.0,Men 16-20,,Midwest,,,,,,,,,0.9814464955257121
8301,11890.0,Portuguese,Portugal,21.0,man,Portugal: North,very,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,very,yes,yes,yes,yes,yes,no,yes,yes,yes,very,very,moderately,moderately,moderately,very,very,a little,moderately,20210531.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
8302,11891.0,English,Nigeria,24.0,man,Nigeria: South East,moderately,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,a little,yes,yes,yes,yes,yes,yes,no,,no,a little,a little,a little,a little,a little,a little,a little,a little,a little,20210531.0,Men 21-25,,,,,South East,,,,,,0.39242804533237147
8303,11893.0,English,Australia,17.0,woman,Australia: Victoria,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,extremely,a little,very,not at all,extremely,very,not at all,20210531.0,Women 16-20,Victoria,,,,,,,,,,0.91285867084328
8304,11897.0,Portuguese,Portugal,24.0,man,Portugal: Center,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,a little,no,yes,no,no,yes,no,no,no,no,not at all,not at all,not at all,a little,not at all,a little,not at all,not at all,not at all,20210531.0,Men 21-25,,,,,,,,Center,,,0.7757390422624343
8305,11898.0,English,Nigeria,25.0,man,Nigeria: North West,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,completely reassured,yes,yes,yes,yes,yes,yes,yes,yes,yes,extremely,a little,not at all,very,extremely,very,very,extremely,extremely,20210531.0,Men 21-25,,,,,North West,,,,,,1.59501766914096
8306,11900.0,Portuguese,Portugal,24.0,woman,Portugal: Center,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,a little,no,no,yes,no,no,no,yes,yes,yes,a little,a little,moderately,a little,very,not at all,moderately,a little,a little,20210531.0,Women 21-25,,,,,,,,Center,,,0.6910386746999317
8307,11901.0,Portuguese,Portugal,22.0,man,Portugal: North,extremely,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,a little,no,no,yes,no,no,no,yes,yes,yes,moderately,moderately,very,a little,very,a little,moderately,a little,a little,20210531.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
8308,11902.0,Portuguese,Portugal,24.0,woman,Portugal: North,moderately,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,a little,no,yes,no,yes,no,yes,yes,no,no,very,not at all,very,extremely,very,a little,extremely,not at all,a little,20210601.0,Women 21-25,,,,,,,,North,,,0.751189496302534
8309,11903.0,Portuguese,Portugal,18.0,woman,Portugal: North,very,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,a little,no,yes,yes,no,no,no,yes,no,yes,a little,a little,a little,a little,a little,a little,not at all,a little,moderately,20210601.0,Women 16-20,,,,,,,,North,,,1.55779706018119
8310,11904.0,English,United States,21.0,man,United States: South,a little,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,,moderately,no,no,yes,yes,no,,yes,yes,no,not at all,not at all,moderately,not at all,not at all,not at all,not at all,not at all,not at all,20210601.0,Men 21-25,,South,,,,,,,,,1.1253177796869565
8311,11905.0,English,Australia,18.0,woman,Australia: New South Wales,moderately,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,moderately,no,no,yes,yes,yes,no,yes,yes,yes,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,20210601.0,Women 16-20,New South Wales,,,,,,,,,,0.8694183933646281
8312,11907.0,Portuguese,Portugal,25.0,man,Portugal: North,very,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,moderately,yes,yes,no,yes,,yes,no,,no,a little,not at all,a little,very,not at all,a little,a little,not at all,moderately,20210601.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
8313,11909.0,English,Nigeria,22.0,woman,Nigeria: South South,a little,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,a little,no,yes,yes,,no,,no,yes,no,,a little,a little,a little,,a little,moderately,a little,,20210601.0,Women 21-25,,,,,South South,,,,,,0.48546618435553623
8314,11910.0,Portuguese,Portugal,21.0,man,Portugal: Alentejo,very,yes,yes,yes,yes,no,yes,no,yes,,yes,yes,no,yes,no,no,,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,yes,no,no,,yes,yes,moderately,moderately,very,not at all,moderately,a little,moderately,moderately,a little,20210601.0,Men 21-25,,,,,,,,Alentejo,,,1.7885934526691878
8315,11911.0,English,United Kingdom,18.0,man,United Kingdom: North,extremely,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,not at all,no,no,no,no,yes,no,yes,no,yes,moderately,moderately,a little,very,very,moderately,moderately,very,very,20210601.0,Men 16-20,,,North,,,,,,,,1.0867348822890601
8316,11912.0,English,United States,18.0,man,United States: Northwest/Northeast,very,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,a little,no,no,yes,no,no,no,yes,yes,yes,a little,very,moderately,not at all,moderately,not at all,very,moderately,not at all,20210601.0,Men 16-20,,Northwest/Northeast,,,,,,,,,0.9546445842893633
8317,11913.0,English,United States,24.0,man,United States: South,very,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,very,yes,no,yes,no,yes,yes,no,yes,yes,moderately,very,extremely,extremely,extremely,very,very,extremely,very,20210601.0,Men 21-25,,South,,,,,,,,,1.1253177796869565
8318,11914.0,English,United States,25.0,man,United States: Northwest/Northeast,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,a little,yes,no,yes,yes,yes,no,yes,yes,yes,a little,very,moderately,a little,very,a little,a little,very,a little,20210601.0,Men 21-25,,Northwest/Northeast,,,,,,,,,1.0846256140458657
8319,11925.0,English,United Kingdom,19.0,man,United Kingdom: South,moderately,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,no,yes,not at all,no,no,no,no,no,no,no,no,no,not at all,not at all,not at all,not at all,not at all,a little,not at all,not at all,not at all,20210601.0,Men 16-20,,,South,,,,,,,,1.0350056653631439
8320,11927.0,Portuguese,Portugal,24.0,man,Portugal: Center,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,yes,no,no,yes,yes,yes,moderately,very,extremely,a little,very,a little,very,very,not at all,20210601.0,Men 21-25,,,,,,,,Center,,,0.7757390422624343
8321,11929.0,Portuguese,Portugal,20.0,woman,Portugal: Center,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,a little,no,no,yes,no,yes,yes,yes,yes,yes,a little,a little,very,a little,very,not at all,moderately,extremely,not at all,20210601.0,Women 16-20,,,,,,,,Center,,,1.4330578651828094
8322,11931.0,Portuguese,Portugal,22.0,man,Portugal: North,very,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,very,yes,yes,no,yes,yes,no,no,yes,no,not at all,not at all,not at all,not at all,not at all,extremely,a little,not at all,a little,20210601.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
8323,11933.0,English,United Kingdom,22.0,man,United Kingdom: South,a little,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,yes,no,not at all,no,yes,yes,yes,yes,no,yes,yes,yes,not at all,not at all,not at all,a little,not at all,not at all,not at all,a little,moderately,20210601.0,Men 21-25,,,South,,,,,,,,1.018517060327449
8324,11935.0,Portuguese,Portugal,19.0,woman,Portugal: North,extremely,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,,a little,no,no,yes,no,no,no,yes,yes,yes,a little,a little,very,moderately,very,a little,moderately,moderately,not at all,20210601.0,Women 16-20,,,,,,,,North,,,1.55779706018119
8325,11936.0,Finnish,Finland,21.0,man,Finland: East Finland,a little,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,not at all,no,no,no,no,no,no,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210601.0,Men 21-25,,,,,,,East Finland,,,,1.2063211826934177
8326,11937.0,Portuguese,Portugal,21.0,man,Portugal: North,very,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,yes,no,yes,yes,yes,yes,no,yes,no,moderately,a little,a little,very,very,very,moderately,very,a little,20210601.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
8327,11938.0,English,United Kingdom,19.0,man,United Kingdom: Midlands,moderately,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,,a little,no,yes,yes,yes,no,no,yes,yes,no,not at all,not at all,a little,a little,not at all,moderately,not at all,not at all,a little,20210601.0,Men 16-20,,,Midlands,,,,,,,,1.028027551765864
8328,11940.0,English,United Kingdom,21.0,man,United Kingdom: North,moderately,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,no,yes,yes,no,,yes,completely reassured,,,no,,no,no,yes,yes,yes,moderately,very,moderately,a little,not at all,very,not at all,a little,extremely,20210601.0,Men 21-25,,,North,,,,,,,,1.0694221826080494
8329,11943.0,English,United Kingdom,19.0,man,United Kingdom: South,,no,no,,no,no,no,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,a little,,,,,,,,,,,,not at all,,,,,,,20210601.0,Men 16-20,,,South,,,,,,,,1.0350056653631439
8330,11945.0,Portuguese,Portugal,22.0,man,Portugal: North,very,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,moderately,yes,no,yes,yes,yes,no,no,no,no,a little,moderately,a little,moderately,a little,moderately,a little,a little,a little,20210601.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
8331,11946.0,Portuguese,Portugal,25.0,woman,Portugal: North,extremely,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,moderately,no,no,yes,no,yes,yes,yes,yes,yes,a little,a little,a little,a little,a little,not at all,a little,moderately,not at all,20210601.0,Women 21-25,,,,,,,,North,,,0.751189496302534
8332,11947.0,English,Nigeria,18.0,woman,Nigeria: South South,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,,not at all,no,no,yes,no,no,no,yes,yes,yes,not at all,not at all,moderately,not at all,moderately,not at all,not at all,not at all,not at all,20210601.0,Women 16-20,,,,,South South,,,,,,1.4952088593909432
8333,11948.0,English,United Kingdom,22.0,man,United Kingdom: North,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,moderately,no,yes,no,no,yes,no,no,no,no,moderately,very,very,moderately,moderately,moderately,moderately,a little,a little,20210601.0,Men 21-25,,,North,,,,,,,,1.0694221826080494
8334,11950.0,Portuguese,Portugal,25.0,man,Portugal: North,very,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,,,,,no,,,,no,,not at all,not at all,not at all,moderately,not at all,moderately,not at all,,moderately,20210601.0,Men 21-25,,,,,,,,North,,,0.8432625289349607
